inputs,targets
sep 2 2015,2015-09-02
6/1/76,1976-06-01
thu 24 jan 1985,1985-01-24
08/10/1993,1993-10-08
25/09/1998,1998-09-25
11 sep 2021,2021-09-11
07/09/2021,2021-09-07
3/13/22,2022-03-13
thursday january 1 1987,1987-01-01
sat 26 nov 2011,2011-11-26
thu 8 feb 1990,1990-02-08
1/6/80,1980-01-06
2 february 2021,2021-02-02
april 12 2005,2005-04-12
thursday 27 may 1971,1971-05-27
22/12/2017,2017-12-22
wednesday 4 august 1993,1993-08-04
1 february 1997,1997-02-01
1/23/72,1972-01-23
fri 12 mar 2021,2021-03-12
7/9/02,2002-07-09
3/10/04,2004-03-10
5 august 2002,2002-08-05
oct 16 2002,2002-10-16
dec 15 1976,1976-12-15
sunday january 25 1976,1976-01-25
wednesday august 15 1979,1979-08-15
march 22 1998,1998-03-22
mon 8 jun 1970,1970-06-08
tuesday 10 april 2001,2001-04-10
9/12/91,1991-09-12
oct 12 1973,1973-10-12
24 march 1991,1991-03-24
wednesday 16 august 2000,2000-08-16
wednesday april 24 1974,1974-04-24
11/09/2015,2015-09-11
jul 8 1984,1984-07-08
10/22/71,1971-10-22
sun 30 may 1999,1999-05-30
tue 18 jan 2000,2000-01-18
jan 11 1987,1987-01-11
3 aug 1986,1986-08-03
29 aug 1979,1979-08-29
31 dec 1983,1983-12-31
11/08/2016,2016-08-11
jun 30 1996,1996-06-30
saturday march 29 1975,1975-03-29
fri 24 nov 2017,2017-11-24
oct 5 2002,2002-10-05
25 may 1998,1998-05-25
8 march 2014,2014-03-08
saturday may 30 1970,1970-05-30
august 27 1996,1996-08-27
apr 9 1970,1970-04-09
thursday july 3 1986,1986-07-03
6 nov 1997,1997-11-06
21 jan 1983,1983-01-21
sat 12 dec 1998,1998-12-12
sat 2 sep 1972,1972-09-02
2 apr 2018,2018-04-02
5/15/99,1999-05-15
wednesday may 21 2008,2008-05-21
21 mar 1996,1996-03-21
1/17/21,2021-01-17
fri 8 jun 1984,1984-06-08
august 30 1990,1990-08-30
june 4 2007,2007-06-04
9/15/10,2010-09-15
sun 12 apr 2009,2009-04-12
8/14/74,1974-08-14
monday 25 december 2006,2006-12-25
24 july 2005,2005-07-24
30/08/1977,1977-08-30
10/02/2013,2013-02-10
24 jun 1974,1974-06-24
sep 5 2014,2014-09-05
12 november 2011,2011-11-12
10 dec 1995,1995-12-10
29/09/1977,1977-09-29
thursday 13 january 1977,1977-01-13
july 13 2015,2015-07-13
august 18 1978,1978-08-18
tuesday 26 december 2000,2000-12-26
apr 14 2003,2003-04-14
december 14 1990,1990-12-14
tuesday march 12 2019,2019-03-12
monday 7 june 1982,1982-06-07
january 20 1984,1984-01-20
11 march 1976,1976-03-11
thursday 22 february 1973,1973-02-22
monday 16 october 1995,1995-10-16
6/14/82,1982-06-14
30 june 1993,1993-06-30
thursday 8 february 2001,2001-02-08
friday february 24 1989,1989-02-24
tuesday november 2 2021,2021-11-02
july 31 1974,1974-07-31
4/9/00,2000-04-09
saturday 7 january 1989,1989-01-07
sep 18 2012,2012-09-18
19 march 2001,2001-03-19
8 nov 1984,1984-11-08
19/11/1988,1988-11-19
sunday 16 december 1984,1984-12-16
wednesday 27 june 2001,2001-06-27
5 jan 1983,1983-01-05
wed 6 jun 1984,1984-06-06
dec 20 1970,1970-12-20
wed 14 nov 2018,2018-11-14
jul 21 1999,1999-07-21
2/14/21,2021-02-14
august 4 1992,1992-08-04
27 aug 2020,2020-08-27
16/10/1974,1974-10-16
6 aug 1980,1980-08-06
20 april 1990,1990-04-20
friday 14 june 2002,2002-06-14
jun 22 1992,1992-06-22
26/02/1983,1983-02-26
wednesday february 5 1992,1992-02-05
24/05/2002,2002-05-24
31/10/2005,2005-10-31
friday september 23 1983,1983-09-23
thu 1 mar 2012,2012-03-01
12/01/1984,1984-01-12
26 october 2011,2011-10-26
fri 4 mar 2011,2011-03-04
01/02/2006,2006-02-01
sep 18 1995,1995-09-18
feb 10 1990,1990-02-10
thu 26 aug 1971,1971-08-26
16/01/2015,2015-01-16
21 january 2007,2007-01-21
monday 16 february 1981,1981-02-16
19 apr 1983,1983-04-19
17 apr 2004,2004-04-17
sep 27 2017,2017-09-27
tue 20 jul 2021,2021-07-20
thursday 11 may 2006,2006-05-11
aug 19 2018,2018-08-19
monday december 30 1991,1991-12-30
08/02/2003,2003-02-08
27/03/1995,1995-03-27
04/02/1971,1971-02-04
8/1/11,2011-08-01
9/7/78,1978-09-07
aug 8 2016,2016-08-08
thu 2 feb 1989,1989-02-02
8/10/09,2009-08-10
10/13/84,1984-10-13
aug 4 1974,1974-08-04
15 jun 2001,2001-06-15
jan 18 2008,2008-01-18
friday february 16 1979,1979-02-16
nov 7 2002,2002-11-07
18 may 1996,1996-05-18
31 may 1990,1990-05-31
saturday december 11 1971,1971-12-11
11/01/2019,2019-01-11
tue 22 dec 2009,2009-12-22
5/6/01,2001-05-06
9/24/00,2000-09-24
19 nov 1979,1979-11-19
tuesday 5 june 1973,1973-06-05
18 jul 1987,1987-07-18
july 6 2012,2012-07-06
8 november 2000,2000-11-08
sat 4 oct 1980,1980-10-04
thu 15 nov 2012,2012-11-15
october 17 1988,1988-10-17
apr 4 1979,1979-04-04
april 12 2007,2007-04-12
21 november 1974,1974-11-21
30/01/2003,2003-01-30
1/28/94,1994-01-28
tuesday 28 november 1972,1972-11-28
10/9/89,1989-10-09
saturday 5 august 2017,2017-08-05
friday january 16 1976,1976-01-16
dec 16 2019,2019-12-16
6/21/71,1971-06-21
tue 6 feb 2007,2007-02-06
february 14 2008,2008-02-14
friday december 21 1979,1979-12-21
saturday 26 january 2013,2013-01-26
thu 23 feb 1995,1995-02-23
21 jul 1970,1970-07-21
saturday june 24 1995,1995-06-24
mon 18 apr 1983,1983-04-18
friday 27 july 2018,2018-07-27
dec 28 1981,1981-12-28
saturday october 2 2010,2010-10-02
tuesday 21 may 2019,2019-05-21
august 29 2001,2001-08-29
wednesday 15 august 1979,1979-08-15
24 nov 1982,1982-11-24
18/10/1991,1991-10-18
12/12/1997,1997-12-12
tue 3 oct 2006,2006-10-03
9 jan 2017,2017-01-09
wednesday august 25 1976,1976-08-25
6 feb 1986,1986-02-06
21 april 1988,1988-04-21
01/07/2006,2006-07-01
21 jun 2014,2014-06-21
sun 14 feb 2016,2016-02-14
saturday october 14 2000,2000-10-14
8/31/15,2015-08-31
4 jun 1986,1986-06-04
mar 5 2016,2016-03-05
tuesday 22 august 2000,2000-08-22
sunday 31 july 1994,1994-07-31
may 16 2005,2005-05-16
11/3/78,1978-11-03
sun 18 apr 1999,1999-04-18
wed 31 oct 1984,1984-10-31
27 dec 2003,2003-12-27
mon 19 dec 1983,1983-12-19
11/23/21,2021-11-23
7 september 1983,1983-09-07
fri 4 sep 1998,1998-09-04
sep 17 1991,1991-09-17
27/11/1990,1990-11-27
1/28/84,1984-01-28
sunday may 15 1983,1983-05-15
november 6 2016,2016-11-06
27 february 1985,1985-02-27
2/3/21,2021-02-03
wed 2 sep 1992,1992-09-02
2 oct 1992,1992-10-02
20/04/2001,2001-04-20
thursday 21 december 2006,2006-12-21
24 march 2013,2013-03-24
26/11/2020,2020-11-26
sun 22 apr 1984,1984-04-22
2/10/11,2011-02-10
monday march 13 1989,1989-03-13
1/8/83,1983-01-08
2 jan 1978,1978-01-02
thursday 30 december 2010,2010-12-30
7 apr 1985,1985-04-07
2/12/04,2004-02-12
15 sep 2009,2009-09-15
thursday 6 november 1975,1975-11-06
28 jan 1980,1980-01-28
26 jul 1980,1980-07-26
13 may 1973,1973-05-13
9 jan 2022,2022-01-09
apr 12 2016,2016-04-12
08/04/2009,2009-04-08
april 10 1984,1984-04-10
2/25/85,1985-02-25
thursday 12 february 1970,1970-02-12
05/05/1992,1992-05-05
tue 5 aug 2003,2003-08-05
25 july 2004,2004-07-25
december 16 2019,2019-12-16
sun 19 aug 2001,2001-08-19
18/11/2003,2003-11-18
5/5/15,2015-05-05
tuesday may 27 2014,2014-05-27
friday 25 august 1978,1978-08-25
tuesday september 26 2000,2000-09-26
march 16 2003,2003-03-16
22/01/2016,2016-01-22
mon 13 dec 2004,2004-12-13
march 18 1981,1981-03-18
mon 17 nov 1975,1975-11-17
19 february 2021,2021-02-19
6/6/99,1999-06-06
5 may 2021,2021-05-05
12/8/95,1995-12-08
apr 18 2007,2007-04-18
may 12 1974,1974-05-12
sun 20 oct 2002,2002-10-20
oct 12 2002,2002-10-12
1/20/07,2007-01-20
mar 19 2010,2010-03-19
november 15 2001,2001-11-15
sunday july 6 1975,1975-07-06
15 march 1986,1986-03-15
19 dec 1989,1989-12-19
monday september 6 1982,1982-09-06
january 6 2009,2009-01-06
15/09/1979,1979-09-15
26 jul 1983,1983-07-26
wed 13 feb 1991,1991-02-13
11/5/85,1985-11-05
october 7 1989,1989-10-07
monday 13 march 1978,1978-03-13
oct 17 2020,2020-10-17
9 december 2017,2017-12-09
17/08/1972,1972-08-17
june 9 2018,2018-06-09
3 may 2000,2000-05-03
mon 19 apr 1971,1971-04-19
5/24/98,1998-05-24
sep 30 1989,1989-09-30
9/30/91,1991-09-30
sunday august 16 1998,1998-08-16
4 jul 1996,1996-07-04
02/01/2017,2017-01-02
jan 28 2003,2003-01-28
oct 19 1972,1972-10-19
december 14 2021,2021-12-14
feb 13 1993,1993-02-13
13 nov 1996,1996-11-13
16 september 1984,1984-09-16
may 10 1977,1977-05-10
18 november 1978,1978-11-18
mar 15 2022,2022-03-15
friday 12 july 1985,1985-07-12
3 january 1981,1982-01-03
09/10/1989,1989-10-09
16/02/2014,2014-02-16
sun 26 apr 1987,1987-04-26
18/12/1977,1977-12-18
9 aug 2020,2020-08-09
sun 11 aug 2002,2002-08-11
9/17/08,2008-09-17
april 9 1993,1993-04-09
05/10/2012,2012-10-05
monday june 4 1990,1990-06-04
tuesday 21 june 2016,2016-06-21
mon 14 may 2018,2018-05-14
5/10/80,1980-05-10
15 apr 1997,1997-04-15
29 mar 2018,2018-03-29
28 jan 2004,2004-01-28
july 5 1986,1986-07-05
28 mar 2002,2002-03-28
february 9 1978,1978-02-09
8 may 1980,1980-05-08
05/10/1974,1974-10-05
sunday 13 may 2012,2012-05-13
thursday january 8 2004,2004-01-08
jul 31 1987,1987-07-31
january 29 1990,1990-01-29
sunday 3 march 1985,1985-03-03
july 12 1972,1972-07-12
jul 6 2010,2010-07-06
7/30/70,1970-07-30
12/31/80,1980-12-31
feb 24 1974,1974-02-24
sep 27 1998,1998-09-27
thursday september 16 2010,2010-09-16
september 18 1994,1994-09-18
tuesday 16 december 2008,2008-12-16
29 september 1973,1973-09-29
sun 6 apr 2014,2014-04-06
29/03/2009,2009-03-29
25/05/2005,2005-05-25
nov 14 1983,1983-11-14
sun 7 may 1978,1978-05-07
tuesday 29 july 1997,1997-07-29
saturday february 2 2008,2008-02-02
20 jan 1997,1997-01-20
1/27/94,1994-01-27
september 10 2006,2006-09-10
october 19 1972,1972-10-19
sunday june 5 1983,1983-06-05
tuesday february 15 1994,1994-02-15
13/06/2014,2014-06-13
4/8/20,2020-04-08
jan 14 2003,2003-01-14
jun 12 1982,1982-06-12
fri 7 nov 1986,1986-11-07
9/10/20,2020-09-10
sat 4 sep 2021,2021-09-04
31/07/1997,1997-07-31
wednesday 1 april 2020,2020-04-01
20 nov 2006,2006-11-20
1 may 2018,2018-05-01
may 3 1999,1999-05-03
8 nov 2009,2009-11-08
15 dec 1974,1974-12-15
thursday 13 june 2013,2013-06-13
dec 7 2018,2018-12-07
10/09/1978,1978-09-10
fri 21 nov 1997,1997-11-21
thu 12 feb 1998,1998-02-12
thursday april 16 1987,1987-04-16
29/11/1988,1988-11-29
19/09/1986,1986-09-19
june 13 1970,1970-06-13
11 june 2001,2001-06-11
wednesday 16 september 1992,1992-09-16
29 december 2007,2007-12-29
28 september 1974,1974-09-28
11/05/1992,1992-05-11
friday november 28 1980,1980-11-28
friday september 3 2010,2010-09-03
october 13 2003,2003-10-13
thursday january 11 2018,2018-01-11
saturday 23 june 1973,1973-06-23
mon 17 sep 2001,2001-09-17
august 7 1977,1977-08-07
oct 21 2008,2008-10-21
23 apr 2002,2002-04-23
thursday march 5 2015,2015-03-05
tuesday september 12 2006,2006-09-12
apr 18 2002,2002-04-18
saturday august 4 1990,1990-08-04
july 26 1976,1976-07-26
7 may 1990,1990-05-07
24/07/2002,2002-07-24
14/10/1973,1973-10-14
thursday 24 november 2016,2016-11-24
20 dec 2011,2011-12-20
04/02/1983,1983-02-04
wed 7 sep 2005,2005-09-07
jul 24 1984,1984-07-24
thursday march 5 1992,1992-03-05
friday 26 february 2016,2016-02-26
26/07/2004,2004-07-26
18/08/2019,2019-08-18
11/30/03,2003-11-30
8/24/99,1999-08-24
6/9/79,1979-06-09
3 june 1994,1994-06-03
18/04/1970,1970-04-18
wed 13 feb 2002,2002-02-13
03/08/1971,1971-08-03
july 13 1976,1976-07-13
9/3/16,2016-09-03
11/22/16,2016-11-22
sep 15 1970,1970-09-15
sunday 24 august 2003,2003-08-24
wednesday may 3 1989,1989-05-03
15 september 2021,2021-09-15
13 feb 2022,2022-02-13
3 mar 1999,1999-03-03
saturday august 14 1999,1999-08-14
1/11/99,1999-01-11
friday october 9 2015,2015-10-09
thu 15 mar 1984,1984-03-15
15 oct 2008,2008-10-15
7 oct 2020,2020-10-07
7 november 2014,2014-11-07
30 january 1970,1970-01-30
13 february 1999,1999-02-13
30 august 2012,2012-08-30
thursday september 29 1977,1977-09-29
6/21/87,1987-06-21
jan 5 2017,2017-01-05
19/07/1973,1973-07-19
29 oct 2002,2002-10-29
27 jul 1994,1994-07-27
tuesday january 26 1988,1988-01-26
apr 26 1989,1989-04-26
11 sep 1999,1999-09-11
tuesday 17 february 1987,1987-02-17
tuesday 31 october 1989,1989-10-31
sep 24 1977,1977-09-24
05/10/1976,1976-10-05
26/01/1983,1983-01-26
5/8/79,1979-05-08
20 apr 2002,2002-04-20
february 12 1986,1986-02-12
19 may 2017,2017-05-19
5/3/13,2013-05-03
22 july 1977,1977-07-22
19 february 2008,2008-02-19
2 apr 2002,2002-04-02
05/12/1997,1997-12-05
4/2/99,1999-04-02
30 january 1989,1989-01-30
sunday july 13 1980,1980-07-13
thursday april 14 1994,1994-04-14
friday december 7 1990,1990-12-07
20/08/1978,1978-08-20
jan 7 2016,2016-01-07
thursday november 25 1993,1993-11-25
28 september 1983,1983-09-28
wednesday april 28 1993,1993-04-28
25/04/2022,2022-04-25
20/05/2001,2001-05-20
19 feb 1995,1995-02-19
thursday 3 september 1987,1987-09-03
wednesday 6 september 1978,1978-09-06
may 3 1999,1999-05-03
10/07/1991,1991-07-10
jul 22 2019,2019-07-22
sunday december 9 2007,2007-12-09
1/20/13,2013-01-20
may 25 1990,1990-05-25
30 april 1982,1982-04-30
5 may 1989,1989-05-05
4/17/97,1997-04-17
sun 3 sep 2017,2017-09-03
27/07/2009,2009-07-27
1/23/76,1976-01-23
wednesday 30 may 2018,2018-05-30
25/04/2003,2003-04-25
tuesday 28 october 1980,1980-10-28
sunday april 1 1973,1973-04-01
january 20 2008,2008-01-20
tuesday 21 may 1996,1996-05-21
1/6/11,2011-01-06
12/25/74,1974-12-25
sep 4 2021,2021-09-04
sat 4 jun 1988,1988-06-04
wednesday 23 june 1971,1971-06-23
wed 16 dec 1981,1981-12-16
04/08/2011,2011-08-04
tue 16 jul 1974,1974-07-16
april 2 1997,1997-04-02
july 20 1985,1985-07-20
26 november 2020,2020-11-26
mar 10 1990,1990-03-10
7 sep 1997,1997-09-07
oct 14 2009,2009-10-14
february 2 1985,1985-02-02
march 16 2019,2019-03-16
4 may 1992,1992-05-04
feb 14 1999,1999-02-14
wed 20 sep 1995,1995-09-20
thu 10 feb 2011,2011-02-10
june 9 1991,1991-06-09
5 april 2004,2004-04-05
25/01/2016,2016-01-25
20/07/1981,1981-07-20
sunday november 9 2008,2008-11-09
sat 13 jun 1992,1992-06-13
07/12/1999,1999-12-07
3 january 1995,1995-01-03
12 may 1989,1989-05-12
apr 16 1976,1976-04-16
august 31 2013,2013-08-31
mon 3 jan 2005,2005-01-03
feb 5 1972,1972-02-05
february 6 1975,1975-02-06
nov 24 1972,1972-11-24
tuesday 15 january 2019,2019-01-15
wednesday may 20 1998,1998-05-20
thursday 5 may 2011,2011-05-05
nov 14 1989,1989-11-14
thursday 7 july 2005,2005-07-07
tuesday august 24 2010,2010-08-24
8/26/79,1979-08-26
january 19 1997,1997-01-19
tuesday 1 july 2014,2014-07-01
26 january 1984,1984-01-26
05/11/2001,2001-11-05
january 28 2022,2022-01-28
nov 25 2012,2012-11-25
5/20/79,1979-05-20
sat 6 jun 1992,1992-06-06
2/14/79,1979-02-14
mon 21 may 1984,1984-05-21
05/06/2022,2022-06-05
8/9/11,2011-08-09
6/5/03,2003-06-05
9/25/72,1972-09-25
5/6/14,2014-05-06
tue 16 mar 2010,2010-03-16
14 july 1981,1981-07-14
october 21 1995,1995-10-21
13/04/2011,2011-04-13
fri 4 aug 2000,2000-08-04
saturday 22 march 2008,2008-03-22
june 23 1989,1989-06-23
thursday september 29 2011,2011-09-29
monday may 10 1971,1971-05-10
thursday 27 march 1975,1975-03-27
monday 19 october 2009,2009-10-19
friday 23 january 2015,2015-01-23
18/02/2004,2004-02-18
12 apr 2018,2018-04-12
3 aug 2010,2010-08-03
10/30/02,2002-10-30
thu 30 aug 1973,1973-08-30
20 jul 2000,2000-07-20
thursday 27 november 2014,2014-11-27
september 24 1971,1971-09-24
fri 26 may 1978,1978-05-26
26 jan 1986,1986-01-26
wednesday 28 october 1970,1970-10-28
22 apr 2022,2022-04-22
05/06/2019,2019-06-05
fri 14 aug 2015,2015-08-14
apr 25 1972,1972-04-25
monday february 16 1976,1976-02-16
saturday december 25 1971,1971-12-25
monday 3 october 1988,1988-10-03
wednesday 1 october 1975,1975-10-01
aug 19 1972,1972-08-19
10/05/2002,2002-05-10
16 may 1978,1978-05-16
19 jul 2012,2012-07-19
jun 7 1983,1983-06-07
mar 10 1987,1987-03-10
05/01/1991,1991-01-05
november 5 1980,1980-11-05
4/16/10,2010-04-16
oct 1 1984,1984-10-01
sat 18 jul 1992,1992-07-18
tue 27 feb 2007,2007-02-27
9/29/93,1993-09-29
mon 12 jul 2010,2010-07-12
20 october 2004,2004-10-20
tue 20 aug 1991,1991-08-20
sun 8 apr 2007,2007-04-08
6 october 1987,1987-10-06
february 4 2003,2003-02-04
10/28/90,1990-10-28
01/01/2010,2011-01-01
19 apr 2009,2009-04-19
7/21/99,1999-07-21
wednesday october 21 1992,1992-10-21
september 10 1999,1999-09-10
nov 22 1980,1980-11-22
11/22/89,1989-11-22
sep 2 2016,2016-09-02
1/15/09,2009-01-15
17/08/1994,1994-08-17
01/10/2005,2005-10-01
fri 14 may 1982,1982-05-14
10/4/97,1997-10-04
friday 28 may 1982,1982-05-28
friday 19 november 1999,1999-11-19
mon 11 aug 2014,2014-08-11
16 december 2001,2001-12-16
june 8 1975,1975-06-08
oct 29 2012,2012-10-29
9/28/92,1992-09-28
5 march 2014,2014-03-05
aug 21 1992,1992-08-21
30/11/1993,1993-11-30
7 april 2017,2017-04-07
03/04/1992,1992-04-03
13 jun 1999,1999-06-13
mon 29 oct 2007,2007-10-29
7 nov 1987,1987-11-07
saturday may 4 2019,2019-05-04
22 jul 1982,1982-07-22
apr 14 2017,2017-04-14
29/04/1984,1984-04-29
jan 3 1980,1980-01-03
thu 24 mar 1988,1988-03-24
6/7/90,1990-06-07
sunday june 6 2021,2021-06-06
wednesday february 5 1986,1986-02-05
13/08/2007,2007-08-13
19 oct 1990,1990-10-19
may 13 1978,1978-05-13
saturday august 4 2012,2012-08-04
mar 10 2003,2003-03-10
19/01/2019,2019-01-19
tue 1 apr 1997,1997-04-01
23 jul 1994,1994-07-23
31 october 1976,1976-10-31
14/04/1970,1970-04-14
25 dec 1976,1976-12-25
5/19/99,1999-05-19
27 april 2008,2008-04-27
jan 4 2001,2001-01-04
20/06/2010,2010-06-20
1 mar 1989,1989-03-01
friday 25 january 1985,1985-01-25
mon 10 nov 2014,2014-11-10
06/09/1999,1999-09-06
8 oct 1984,1984-10-08
thu 30 sep 2010,2010-09-30
sunday 13 november 1994,1994-11-13
8/7/77,1977-08-07
saturday 26 january 1980,1980-01-26
6/6/00,2000-06-06
26/09/2009,2009-09-26
11/9/09,2009-11-09
13 june 1995,1995-06-13
1/29/98,1998-01-29
sunday 10 october 1993,1993-10-10
jul 3 1989,1989-07-03
9/11/95,1995-09-11
26/10/1972,1972-10-26
july 31 1987,1987-07-31
1/3/86,1986-01-03
sun 25 dec 1988,1988-12-25
feb 1 1984,1984-02-01
december 12 1971,1971-12-12
27/12/2001,2001-12-27
11/3/85,1985-11-03
thursday april 25 1991,1991-04-25
thursday august 4 1994,1994-08-04
16 october 1992,1992-10-16
mon 19 mar 2012,2012-03-19
jan 8 1983,1983-01-08
sep 16 1972,1972-09-16
wed 3 jul 1985,1985-07-03
monday 23 january 2012,2012-01-23
july 26 1973,1973-07-26
aug 13 1991,1991-08-13
august 23 2005,2005-08-23
29 apr 1988,1988-04-29
monday january 2 1989,1989-01-02
tue 6 sep 1983,1983-09-06
jul 6 1993,1993-07-06
4/6/80,1980-04-06
mon 8 jun 1998,1998-06-08
18/10/1987,1987-10-18
11/23/77,1977-11-23
11 aug 1974,1974-08-11
10 december 1982,1982-12-10
mar 20 1984,1984-03-20
12/28/19,2019-12-28
wednesday 16 december 2020,2020-12-16
tuesday february 21 1995,1995-02-21
sun 25 nov 1979,1979-11-25
22 aug 1983,1983-08-22
21 mar 1970,1970-03-21
3 november 1976,1976-11-03
wed 19 jan 2000,2000-01-19
22/03/2001,2001-03-22
27 jul 1979,1979-07-27
29/01/2008,2008-01-29
november 7 2007,2007-11-07
tuesday july 1 2008,2008-07-01
saturday 20 july 2013,2013-07-20
8 april 1991,1991-04-08
tue 5 oct 2004,2004-10-05
wednesday november 19 1986,1986-11-19
september 28 1980,1980-09-28
10/14/16,2016-10-14
8 jun 2000,2000-06-08
july 30 1999,1999-07-30
feb 7 2011,2011-02-07
4/3/82,1982-04-03
thursday february 10 1994,1994-02-10
9 march 1987,1987-03-09
12/18/75,1975-12-18
july 6 1999,1999-07-06
sunday april 8 1990,1990-04-08
sunday september 27 2020,2020-09-27
11 jun 1987,1987-06-11
friday july 17 1981,1981-07-17
2/14/06,2006-02-14
monday 1 june 1981,1981-06-01
sep 23 2010,2010-09-23
20 february 2013,2013-02-20
22 jan 1970,1970-01-22
08/04/1991,1991-04-08
wednesday 2 october 2019,2019-10-02
wednesday february 5 1986,1986-02-05
sunday august 14 1983,1983-08-14
thu 20 mar 2014,2014-03-20
12 nov 2002,2002-11-12
23/09/2007,2007-09-23
sunday july 25 1999,1999-07-25
thursday october 16 2014,2014-10-16
thu 4 apr 1996,1996-04-04
jul 24 2015,2015-07-24
thursday may 13 1971,1971-05-13
9 jan 1992,1992-01-09
march 26 1974,1974-03-26
aug 27 2014,2014-08-27
friday 10 november 2017,2017-11-10
tuesday october 19 2021,2021-10-19
friday may 29 2015,2015-05-29
friday 20 december 1996,1996-12-20
13 apr 2007,2007-04-13
sunday september 5 1976,1976-09-05
3/30/19,2019-03-30
jan 27 2017,2017-01-27
20 apr 1995,1995-04-20
3/18/84,1984-03-18
tuesday 17 march 1970,1970-03-17
monday 6 may 2019,2019-05-06
saturday 20 march 1976,1976-03-20
2/16/22,2022-02-16
4 february 2008,2008-02-04
17 july 1974,1974-07-17
sun 30 oct 1988,1988-10-30
2 september 1999,1999-09-02
jul 31 2016,2016-07-31
mon 20 feb 2006,2006-02-20
october 3 2008,2008-10-03
26 july 1984,1984-07-26
may 22 2015,2015-05-22
24 may 1996,1996-05-24
april 23 2013,2013-04-23
wed 3 may 2006,2006-05-03
5/5/83,1983-05-05
november 1 1988,1988-11-01
16 september 1985,1985-09-16
11/03/1978,1978-03-11
wednesday 22 october 1986,1986-10-22
dec 24 2020,2020-12-24
wednesday 8 june 2011,2011-06-08
2 may 1991,1991-05-02
dec 26 2019,2019-12-26
4 june 2022,2022-06-04
may 18 2014,2014-05-18
jun 19 2002,2002-06-19
monday march 8 2010,2010-03-08
26 october 2018,2018-10-26
fri 16 jun 1995,1995-06-16
december 7 1998,1998-12-07
saturday 11 june 1977,1977-06-11
sunday 25 july 1982,1982-07-25
thu 14 may 1992,1992-05-14
3/12/95,1995-03-12
june 4 1997,1997-06-04
friday april 10 2015,2015-04-10
2 march 1978,1978-03-02
10 january 1982,1982-01-10
mon 7 mar 2011,2011-03-07
may 26 1985,1985-05-26
10/04/1998,1998-04-10
sat 17 jul 2004,2004-07-17
march 11 2017,2017-03-11
8 apr 2005,2005-04-08
20 dec 1971,1971-12-20
13/01/1992,1992-01-13
aug 8 2003,2003-08-08
september 24 1982,1982-09-24
10/09/1995,1995-09-10
february 12 2017,2017-02-12
june 17 2005,2005-06-17
july 26 2017,2017-07-26
1/1/19,2019-01-01
wednesday february 11 1998,1998-02-11
sunday may 16 2021,2021-05-16
4 may 1972,1972-05-04
october 19 1993,1993-10-19
friday may 14 2021,2021-05-14
monday 23 september 1991,1991-09-23
aug 12 1983,1983-08-12
wednesday 3 may 1978,1978-05-03
wednesday october 14 2015,2015-10-14
1 sep 1981,1981-09-01
monday december 31 1984,1984-12-31
april 18 1974,1974-04-18
18/06/1998,1998-06-18
